timestamp,batch,episode_len,augmented_samples,buffer_size,loss,entropy,kl,lr_multiplier,effective_lr,explained_var_old,explained_var_new,update_steps,win_ratio,eval_wins,eval_losses,eval_ties,pure_mcts_playout_num,best_win_ratio
4.894,1,12,96,96,,,,,,,,,,,,,1000,0.0
13.077,2,29,232,328,,,,,,,,,,,,,1000,0.0
18.166,3,17,136,464,,,,,,,,,,,,,1000,0.0
22.514,4,11,88,552,4.579057216644287,3.562239408493042,0.06192921,0.6666666666666666,0.0013333333333333333,0.0,0.0,5,,,,,1000,0.0
30.133,5,19,152,704,4.570216178894043,3.569279432296753,0.02179078,0.6666666666666666,0.0013333333333333333,0.0,0.0,5,,,,,1000,0.0
35.232,6,15,120,824,4.542842864990234,3.5131044387817383,0.021414567,0.6666666666666666,0.0013333333333333333,0.0,0.0,5,,,,,1000,0.0
39.815,7,13,104,928,4.53641939163208,3.557976722717285,0.0067720935,1.0,0.002,0.0,0.0,5,,,,,1000,0.0
43.389,8,9,72,1000,4.5115766525268555,3.5516932010650635,0.0061803665,1.5,0.003,0.0,0.00012883604927405035,5,,,,,1000,0.0
49.179,9,12,96,1096,4.443199157714844,3.4928267002105713,0.062975205,1.0,0.002,0.00012105815447682744,0.0902055436829885,5,,,,,1000,0.0
52.932,10,8,64,1160,4.318678379058838,3.4857420921325684,0.039233766,1.0,0.002,0.07365732861186469,0.2509530132631499,5,,,,,1000,0.0
58.957,11,19,152,1312,4.144633769989014,3.4473254680633545,0.05123596,0.6666666666666666,0.0013333333333333333,0.27991679476394804,0.3248268379759274,5,,,,,1000,0.0
64.667,12,18,144,1456,4.29592752456665,3.4023470878601074,0.022238743,0.6666666666666666,0.0013333333333333333,0.20928909826817188,0.20340804555925507,5,,,,,1000,0.0
71.147,13,15,120,1576,4.246438503265381,3.4953794479370117,0.024022218,0.6666666666666666,0.0013333333333333333,0.19689771545498003,0.2059420060844377,5,,,,,1000,0.0
75.846,14,10,80,1656,4.249151229858398,3.3917880058288574,0.032358237,0.6666666666666666,0.0013333333333333333,0.17065038990174974,0.16877009744770377,5,,,,,1000,0.0
81.474,15,17,136,1792,4.194671630859375,3.3799309730529785,0.018641826,0.6666666666666666,0.0013333333333333333,0.19836518244897805,0.21522809512669894,5,,,,,1000,0.0
88.102,16,21,168,1960,4.077177047729492,3.3745603561401367,0.017134983,0.6666666666666666,0.0013333333333333333,0.2506436710953156,0.29375542702766233,5,,,,,1000,0.0
93.539,17,13,104,2064,4.092100620269775,3.321967840194702,0.03908765,0.6666666666666666,0.0013333333333333333,0.31393144315121835,0.29950873374136644,5,,,,,1000,0.0
97.723,18,8,64,2128,4.0798869132995605,3.3880653381347656,0.046195563,0.4444444444444444,0.0008888888888888888,0.25342649905961767,0.26847310188921136,5,,,,,1000,0.0
103.221,19,14,112,2240,4.064670562744141,3.327871799468994,0.015687017,0.4444444444444444,0.0008888888888888888,0.26098873915069454,0.26122244688344864,5,,,,,1000,0.0
107.767,20,14,112,2352,4.062309265136719,3.2850513458251953,0.0146923745,0.4444444444444444,0.0008888888888888888,0.228942969808256,0.24160047836912368,5,,,,,1000,0.0
111.269,21,10,80,2432,4.069789886474609,3.283205509185791,0.016152602,0.4444444444444444,0.0008888888888888888,0.20860325610822883,0.21741335240368875,5,,,,,1000,0.0
116.243,22,13,104,2536,4.1250081062316895,3.3872182369232178,0.046847805,0.2962962962962963,0.0005925925925925926,0.13512068613181827,0.1706270396439673,5,,,,,1000,0.0
121.195,23,10,80,2616,4.088075160980225,3.2530086040496826,0.050487883,0.19753086419753085,0.0003950617283950617,0.20173695292307448,0.23271267202354917,5,,,,,1000,0.0
128.184,24,20,160,2776,4.1819868087768555,3.3076260089874268,0.014964063,0.19753086419753085,0.0003950617283950617,0.10343495592105278,0.11399802350130817,5,,,,,1000,0.0
132.043,25,11,88,2864,4.197035312652588,3.340710163116455,0.004511706,0.2962962962962963,0.0005925925925925926,0.10357646458886272,0.10976061331729614,5,,,,,1000,0.0
136.414,26,13,104,2968,4.072510242462158,3.2672932147979736,0.011369927,0.2962962962962963,0.0005925925925925926,0.18764227842380454,0.2048573141070582,5,,,,,1000,0.0
141.329,27,12,96,3064,4.17783260345459,3.3281989097595215,0.01231692,0.2962962962962963,0.0005925925925925926,0.11624163364100304,0.12418340612405987,5,,,,,1000,0.0
148.136,28,14,112,3176,4.1747541427612305,3.3214149475097656,0.0067052394,0.4444444444444444,0.0008888888888888888,0.08592018000646673,0.11120762354498526,5,,,,,1000,0.0
